,Date,StockCode,Quantity
2416,2010-05-22,21080,0.0
2417,2010-05-23,21080,25.0
2418,2010-05-24,21080,38.0
2419,2010-05-25,21080,36.0
2420,2010-05-26,21080,168.69999999999993
2421,2010-05-27,21080,128.0
2422,2010-05-28,21080,168.69999999999993
2423,2010-05-29,21080,0.0
2424,2010-05-30,21080,0.0
2425,2010-05-31,21080,0.0
2426,2010-06-01,21080,16.0
2427,2010-06-02,21080,55.0
2428,2010-06-03,21080,126.0
2429,2010-06-04,21080,53.0
2430,2010-06-05,21080,0.0
2431,2010-06-06,21080,50.0
2432,2010-06-07,21080,62.0
2433,2010-06-08,21080,38.0
2434,2010-06-09,21080,164.0
2435,2010-06-10,21080,112.0
2436,2010-06-11,21080,33.0
2437,2010-06-12,21080,0.0
2438,2010-06-13,21080,52.0
2439,2010-06-14,21080,57.0
2440,2010-06-15,21080,168.69999999999993
2441,2010-06-16,21080,96.0
2442,2010-06-17,21080,56.0
2443,2010-06-18,21080,0.0
2444,2010-06-19,21080,0.0
2445,2010-06-20,21080,4.0
2446,2010-06-21,21080,18.0
2447,2010-06-22,21080,38.0
2448,2010-06-23,21080,5.0
2449,2010-06-24,21080,13.0
2450,2010-06-25,21080,48.0
2451,2010-06-26,21080,0.0
2452,2010-06-27,21080,61.0
2453,2010-06-28,21080,168.69999999999993
2454,2010-06-29,21080,48.0
2455,2010-06-30,21080,96.0
2456,2010-07-01,21080,86.0
2457,2010-07-02,21080,27.0
2458,2010-07-03,21080,0.0
2459,2010-07-04,21080,15.0
2460,2010-07-05,21080,2.0
2461,2010-07-06,21080,36.0
2462,2010-07-07,21080,168.69999999999993
2463,2010-07-08,21080,47.0
2464,2010-07-09,21080,22.0
2465,2010-07-10,21080,0.0
2466,2010-07-11,21080,2.0
2467,2010-07-12,21080,109.0
2468,2010-07-13,21080,12.0
2469,2010-07-14,21080,37.0
2470,2010-07-15,21080,168.69999999999993
2471,2010-07-16,21080,20.0
2472,2010-07-17,21080,0.0
2473,2010-07-18,21080,139.0
2474,2010-07-19,21080,144.0
2475,2010-07-20,21080,108.0
2476,2010-07-21,21080,48.0
2477,2010-07-22,21080,12.0
2478,2010-07-23,21080,12.0
2479,2010-07-24,21080,0.0
2480,2010-07-25,21080,28.0
2481,2010-07-26,21080,36.0
2482,2010-07-27,21080,12.0
2483,2010-07-28,21080,40.0
2484,2010-07-29,21080,22.0
2485,2010-07-30,21080,5.0
2486,2010-07-31,21080,0.0
2487,2010-08-01,21080,7.0
2488,2010-08-02,21080,22.0
2489,2010-08-03,21080,24.0
2490,2010-08-04,21080,0.0
2491,2010-08-05,21080,46.0
2492,2010-08-06,21080,0.0
2493,2010-08-07,21080,0.0
2494,2010-08-08,21080,6.0
2495,2010-08-09,21080,16.0
2496,2010-08-10,21080,148.0
2497,2010-08-11,21080,15.0
2498,2010-08-12,21080,63.0
2499,2010-08-13,21080,42.0
2500,2010-08-14,21080,0.0
2501,2010-08-15,21080,1.0
2502,2010-08-16,21080,44.0
2503,2010-08-17,21080,110.0
2504,2010-08-18,21080,4.0
2505,2010-08-19,21080,43.0
2506,2010-08-20,21080,18.0
2507,2010-08-21,21080,0.0
2508,2010-08-22,21080,50.0
2509,2010-08-23,21080,82.0
2510,2010-08-24,21080,120.0
2511,2010-08-25,21080,51.0
2512,2010-08-26,21080,4.0
2513,2010-08-27,21080,5.0
2514,2010-08-28,21080,0.0
2515,2010-08-29,21080,14.0
2516,2010-08-30,21080,0.0
2517,2010-08-31,21080,26.0
2518,2010-09-01,21080,36.0
2519,2010-09-02,21080,58.0
2520,2010-09-03,21080,48.0
2521,2010-09-04,21080,0.0
2522,2010-09-05,21080,48.0
2523,2010-09-06,21080,12.0
2524,2010-09-07,21080,72.0
2525,2010-09-08,21080,49.0
2526,2010-09-09,21080,15.0
2527,2010-09-10,21080,24.0
2528,2010-09-11,21080,0.0
2529,2010-09-12,21080,3.0
2530,2010-09-13,21080,25.0
2531,2010-09-14,21080,30.0
2532,2010-09-15,21080,108.0
2533,2010-09-16,21080,12.0
2534,2010-09-17,21080,25.0
2535,2010-09-18,21080,0.0
2536,2010-09-19,21080,18.0
2537,2010-09-20,21080,108.0
2538,2010-09-21,21080,118.0
2539,2010-09-22,21080,14.0
2540,2010-09-23,21080,14.0
2541,2010-09-24,21080,0.0
2542,2010-09-25,21080,0.0
2543,2010-09-26,21080,18.0
2544,2010-09-27,21080,89.0
2545,2010-09-28,21080,48.0
2546,2010-09-29,21080,116.0
2547,2010-09-30,21080,48.0
2548,2010-10-01,21080,24.0
2549,2010-10-02,21080,0.0
2550,2010-10-03,21080,67.0
2551,2010-10-04,21080,50.0
2552,2010-10-05,21080,2.0
2553,2010-10-06,21080,84.0
2554,2010-10-07,21080,31.0
2555,2010-10-08,21080,15.0
2556,2010-10-09,21080,0.0
2557,2010-10-10,21080,11.0
2558,2010-10-11,21080,73.0
2559,2010-10-12,21080,48.0
2560,2010-10-13,21080,21.0
2561,2010-10-14,21080,85.0
2562,2010-10-15,21080,137.0
2563,2010-10-16,21080,0.0
2564,2010-10-17,21080,11.0
2565,2010-10-18,21080,36.0
2566,2010-10-19,21080,48.0
2567,2010-10-20,21080,26.0
2568,2010-10-21,21080,21.0
2569,2010-10-22,21080,15.0
2570,2010-10-23,21080,0.0
2571,2010-10-24,21080,0.0
2572,2010-10-25,21080,14.0
2573,2010-10-26,21080,24.0
2574,2010-10-27,21080,33.0
2575,2010-10-28,21080,0.0
2576,2010-10-29,21080,39.0
2577,2010-10-30,21080,0.0
2578,2010-10-31,21080,17.0
2579,2010-11-01,21080,106.0
2580,2010-11-02,21080,168.69999999999993
2581,2010-11-03,21080,14.0
2582,2010-11-04,21080,20.0
2583,2010-11-05,21080,65.0
2584,2010-11-06,21080,0.0
2585,2010-11-07,21080,28.0
2586,2010-11-08,21080,17.0
2587,2010-11-09,21080,3.0
2588,2010-11-10,21080,3.0
2589,2010-11-11,21080,18.0
2590,2010-11-12,21080,18.0
2591,2010-11-13,21080,0.0
2592,2010-11-14,21080,25.0
2593,2010-11-15,21080,36.0
2594,2010-11-16,21080,126.0
2595,2010-11-17,21080,50.0
2596,2010-11-18,21080,42.0
2597,2010-11-19,21080,109.0
2598,2010-11-20,21080,0.0
2599,2010-11-21,21080,18.0
2600,2010-11-22,21080,7.0
2601,2010-11-23,21080,8.0
2602,2010-11-24,21080,14.0
2603,2010-11-25,21080,139.0
2604,2010-11-26,21080,14.0
2605,2010-11-27,21080,0.0
2606,2010-11-28,21080,14.0
2607,2010-11-29,21080,136.0
2608,2010-11-30,21080,13.0
2609,2010-12-01,21080,132.0
2610,2010-12-02,21080,115.0
2611,2010-12-03,21080,20.0
2612,2010-12-04,21080,0.0
2613,2010-12-05,21080,135.0
2614,2010-12-06,21080,63.0
2615,2010-12-07,21080,108.0
2616,2010-12-08,21080,98.0
2617,2010-12-09,21080,27.0
2618,2009-12-01,21088,0.0
2619,2009-12-02,21088,0.0
2620,2009-12-03,21088,0.0
2621,2009-12-04,21088,0.0
2622,2009-12-05,21088,0.0
2623,2009-12-06,21088,0.0
2624,2009-12-07,21088,0.0
2625,2009-12-08,21088,0.0
2626,2009-12-09,21088,0.0
2627,2009-12-10,21088,0.0
2628,2009-12-11,21088,0.0
2629,2009-12-12,21088,0.0
2630,2009-12-13,21088,0.0
2631,2009-12-14,21088,0.0
2632,2009-12-15,21088,0.0
2633,2009-12-16,21088,0.0
2634,2009-12-17,21088,0.0
2635,2009-12-18,21088,0.0
2636,2009-12-19,21088,0.0
2637,2009-12-20,21088,0.0
2638,2009-12-21,21088,0.0
2639,2009-12-22,21088,0.0
2640,2009-12-23,21088,0.0
2641,2009-12-24,21088,0.0
2642,2009-12-25,21088,0.0
2643,2009-12-26,21088,0.0
2644,2009-12-27,21088,0.0
2645,2009-12-28,21088,0.0
2646,2009-12-29,21088,0.0
2647,2009-12-30,21088,0.0
2648,2009-12-31,21088,0.0
2649,2010-01-01,21088,0.0
2650,2010-01-02,21088,0.0
2651,2010-01-03,21088,0.0
2652,2010-01-04,21088,0.0
2653,2010-01-05,21088,0.0
2654,2010-01-06,21088,0.0
2655,2010-01-07,21088,0.0
2656,2010-01-08,21088,0.0
2657,2010-01-09,21088,0.0
2658,2010-01-10,21088,0.0
2659,2010-01-11,21088,0.0
2660,2010-01-12,21088,0.0
2661,2010-01-13,21088,0.0
2662,2010-01-14,21088,0.0
2663,2010-01-15,21088,0.0
2664,2010-01-16,21088,0.0
2665,2010-01-17,21088,0.0
2666,2010-01-18,21088,0.0
2667,2010-01-19,21088,0.0
2668,2010-01-20,21088,4.699999999999932
2669,2010-01-21,21088,0.0
2670,2010-01-22,21088,4.699999999999932
2671,2010-01-23,21088,0.0
2672,2010-01-24,21088,0.0
2673,2010-01-25,21088,0.0
2674,2010-01-26,21088,0.0
2675,2010-01-27,21088,0.0
2676,2010-01-28,21088,0.0
2677,2010-01-29,21088,0.0
2678,2010-01-30,21088,0.0
2679,2010-01-31,21088,0.0
2680,2010-02-01,21088,0.0
2681,2010-02-02,21088,4.699999999999932
2682,2010-02-03,21088,0.0
2683,2010-02-04,21088,0.0
2684,2010-02-05,21088,0.0
2685,2010-02-06,21088,0.0
2686,2010-02-07,21088,0.0
2687,2010-02-08,21088,0.0
2688,2010-02-09,21088,4.699999999999932
2689,2010-02-10,21088,0.0
2690,2010-02-11,21088,0.0
2691,2010-02-12,21088,0.0
2692,2010-02-13,21088,0.0
2693,2010-02-14,21088,0.0
2694,2010-02-15,21088,0.0
2695,2010-02-16,21088,0.0
2696,2010-02-17,21088,0.0
2697,2010-02-18,21088,0.0
2698,2010-02-19,21088,0.0
2699,2010-02-20,21088,0.0
2700,2010-02-21,21088,0.0
2701,2010-02-22,21088,0.0
2702,2010-02-23,21088,0.0
2703,2010-02-24,21088,0.0
2704,2010-02-25,21088,4.699999999999932
2705,2010-02-26,21088,0.0
2706,2010-02-27,21088,0.0
2707,2010-02-28,21088,0.0
2708,2010-03-01,21088,0.0
2709,2010-03-02,21088,0.0
2710,2010-03-03,21088,0.0
2711,2010-03-04,21088,0.0
2712,2010-03-05,21088,0.0
2713,2010-03-06,21088,0.0
2714,2010-03-07,21088,0.0
2715,2010-03-08,21088,0.0
2716,2010-03-09,21088,0.0
2717,2010-03-10,21088,0.0
2718,2010-03-11,21088,0.0
2719,2010-03-12,21088,0.0
2720,2010-03-13,21088,0.0
2721,2010-03-14,21088,0.0
2722,2010-03-15,21088,0.0
2723,2010-03-16,21088,0.0
2724,2010-03-17,21088,0.0
2725,2010-03-18,21088,0.0
2726,2010-03-19,21088,0.0
2727,2010-03-20,21088,0.0
2728,2010-03-21,21088,0.0
2729,2010-03-22,21088,0.0
2730,2010-03-23,21088,0.0
2731,2010-03-24,21088,0.0
2732,2010-03-25,21088,0.0
2733,2010-03-26,21088,0.0
2734,2010-03-27,21088,0.0
2735,2010-03-28,21088,0.0
2736,2010-03-29,21088,0.0
2737,2010-03-30,21088,0.0
2738,2010-03-31,21088,0.0
2739,2010-04-01,21088,0.0
2740,2010-04-02,21088,0.0
2741,2010-04-03,21088,0.0
2742,2010-04-04,21088,0.0
2743,2010-04-05,21088,0.0
2744,2010-04-06,21088,0.0
2745,2010-04-07,21088,0.0
2746,2010-04-08,21088,0.0
2747,2010-04-09,21088,0.0
2748,2010-04-10,21088,0.0
2749,2010-04-11,21088,1.0
2750,2010-04-12,21088,0.0
2751,2010-04-13,21088,0.0
2752,2010-04-14,21088,0.0
2753,2010-04-15,21088,0.0
2754,2010-04-16,21088,3.0
2755,2010-04-17,21088,0.0
2756,2010-04-18,21088,2.0
2757,2010-04-19,21088,0.0
2758,2010-04-20,21088,0.0
2759,2010-04-21,21088,0.0
2760,2010-04-22,21088,0.0
2761,2010-04-23,21088,0.0
2762,2010-04-24,21088,0.0
2763,2010-04-25,21088,0.0
2764,2010-04-26,21088,0.0
2765,2010-04-27,21088,0.0
2766,2010-04-28,21088,0.0
2767,2010-04-29,21088,0.0
2768,2010-04-30,21088,0.0
2769,2010-05-01,21088,0.0
2770,2010-05-02,21088,0.0
2771,2010-05-03,21088,0.0
2772,2010-05-04,21088,0.0
2773,2010-05-05,21088,4.699999999999932
2774,2010-05-06,21088,4.699999999999932
2775,2010-05-07,21088,0.0
2776,2010-05-08,21088,0.0
2777,2010-05-09,21088,0.0
2778,2010-05-10,21088,4.699999999999932
2779,2010-05-11,21088,4.699999999999932
2780,2010-05-12,21088,4.699999999999932
2781,2010-05-13,21088,0.0
2782,2010-05-14,21088,0.0
2783,2010-05-15,21088,0.0
2784,2010-05-16,21088,0.0
2785,2010-05-17,21088,0.0
2786,2010-05-18,21088,4.699999999999932
2787,2010-05-19,21088,0.0
2788,2010-05-20,21088,4.0
2789,2010-05-21,21088,0.0
2790,2010-05-22,21088,0.0
2791,2010-05-23,21088,4.699999999999932
2792,2010-05-24,21088,0.0
2793,2010-05-25,21088,0.0
2794,2010-05-26,21088,0.0
2795,2010-05-27,21088,0.0
2796,2010-05-28,21088,0.0
2797,2010-05-29,21088,0.0
2798,2010-05-30,21088,0.0
2799,2010-05-31,21088,0.0
2800,2010-06-01,21088,0.0
2801,2010-06-02,21088,0.0
2802,2010-06-03,21088,0.0
2803,2010-06-04,21088,0.0
2804,2010-06-05,21088,0.0
2805,2010-06-06,21088,0.0
2806,2010-06-07,21088,0.0
2807,2010-06-08,21088,0.0
2808,2010-06-09,21088,2.0
2809,2010-06-10,21088,0.0
2810,2010-06-11,21088,0.0
2811,2010-06-12,21088,0.0
2812,2010-06-13,21088,2.0
2813,2010-06-14,21088,4.699999999999932
2814,2010-06-15,21088,4.699999999999932
2815,2010-06-16,21088,0.0
2816,2010-06-17,21088,4.0
2817,2010-06-18,21088,0.0
2818,2010-06-19,21088,0.0
2819,2010-06-20,21088,0.0
2820,2010-06-21,21088,0.0
2821,2010-06-22,21088,0.0
2822,2010-06-23,21088,0.0
2823,2010-06-24,21088,0.0
2824,2010-06-25,21088,0.0
2825,2010-06-26,21088,0.0
2826,2010-06-27,21088,0.0
2827,2010-06-28,21088,0.0
2828,2010-06-29,21088,0.0
2829,2010-06-30,21088,0.0
2830,2010-07-01,21088,0.0
2831,2010-07-02,21088,4.699999999999932
2832,2010-07-03,21088,0.0
2833,2010-07-04,21088,0.0
2834,2010-07-05,21088,0.0
2835,2010-07-06,21088,0.0
2836,2010-07-07,21088,0.0
2837,2010-07-08,21088,0.0
2838,2010-07-09,21088,0.0
2839,2010-07-10,21088,0.0
2840,2010-07-11,21088,4.699999999999932
2841,2010-07-12,21088,0.0
2842,2010-07-13,21088,0.0
2843,2010-07-14,21088,0.0
2844,2010-07-15,21088,0.0
2845,2010-07-16,21088,0.0
2846,2010-07-17,21088,0.0
2847,2010-07-18,21088,0.0
2848,2010-07-19,21088,4.699999999999932
2849,2010-07-20,21088,0.0
2850,2010-07-21,21088,0.0
2851,2010-07-22,21088,0.0
2852,2010-07-23,21088,0.0
2853,2010-07-24,21088,0.0
2854,2010-07-25,21088,0.0
2855,2010-07-26,21088,0.0
2856,2010-07-27,21088,0.0
2857,2010-07-28,21088,0.0
2858,2010-07-29,21088,0.0
2859,2010-07-30,21088,0.0
2860,2010-07-31,21088,0.0
2861,2010-08-01,21088,0.0
2862,2010-08-02,21088,3.0
2863,2010-08-03,21088,0.0
2864,2010-08-04,21088,0.0
2865,2010-08-05,21088,0.0
2866,2010-08-06,21088,0.0
2867,2010-08-07,21088,0.0
2868,2010-08-08,21088,0.0
2869,2010-08-09,21088,4.699999999999932
2870,2010-08-10,21088,0.0
2871,2010-08-11,21088,0.0
2872,2010-08-12,21088,0.0
2873,2010-08-13,21088,0.0
2874,2010-08-14,21088,0.0
2875,2010-08-15,21088,0.0
2876,2010-08-16,21088,0.0
2877,2010-08-17,21088,0.0
2878,2010-08-18,21088,0.0
2879,2010-08-19,21088,0.0
2880,2010-08-20,21088,0.0
2881,2010-08-21,21088,0.0
2882,2010-08-22,21088,0.0
2883,2010-08-23,21088,0.0
2884,2010-08-24,21088,0.0
2885,2010-08-25,21088,0.0
2886,2010-08-26,21088,0.0
2887,2010-08-27,21088,0.0
2888,2010-08-28,21088,0.0
2889,2010-08-29,21088,0.0
2890,2010-08-30,21088,0.0
2891,2010-08-31,21088,0.0
2892,2010-09-01,21088,0.0
2893,2010-09-02,21088,0.0
2894,2010-09-03,21088,3.0
2895,2010-09-04,21088,0.0
2896,2010-09-05,21088,0.0
2897,2010-09-06,21088,0.0
2898,2010-09-07,21088,0.0
2899,2010-09-08,21088,0.0
2900,2010-09-09,21088,0.0
2901,2010-09-10,21088,0.0
2902,2010-09-11,21088,0.0
2903,2010-09-12,21088,0.0
2904,2010-09-13,21088,0.0
2905,2010-09-14,21088,0.0
2906,2010-09-15,21088,0.0
2907,2010-09-16,21088,0.0
2908,2010-09-17,21088,0.0
2909,2010-09-18,21088,0.0
2910,2010-09-19,21088,0.0
2911,2010-09-20,21088,0.0
2912,2010-09-21,21088,0.0
2913,2010-09-22,21088,0.0
2914,2010-09-23,21088,0.0
2915,2010-09-24,21088,0.0
2916,2010-09-25,21088,0.0
2917,2010-09-26,21088,0.0
2918,2010-09-27,21088,4.699999999999932
2919,2010-09-28,21088,0.0
2920,2010-09-29,21088,0.0
2921,2010-09-30,21088,0.0
2922,2010-10-01,21088,0.0
2923,2010-10-02,21088,0.0
2924,2010-10-03,21088,0.0
2925,2010-10-04,21088,0.0
2926,2010-10-05,21088,0.0
2927,2010-10-06,21088,0.0
2928,2010-10-07,21088,0.0
2929,2010-10-08,21088,0.0
2930,2010-10-09,21088,0.0
2931,2010-10-10,21088,0.0
2932,2010-10-11,21088,0.0
2933,2010-10-12,21088,0.0
2934,2010-10-13,21088,0.0
2935,2010-10-14,21088,0.0
2936,2010-10-15,21088,0.0
2937,2010-10-16,21088,0.0
2938,2010-10-17,21088,0.0
2939,2010-10-18,21088,0.0
2940,2010-10-19,21088,0.0
2941,2010-10-20,21088,0.0
2942,2010-10-21,21088,0.0
2943,2010-10-22,21088,0.0
2944,2010-10-23,21088,0.0
2945,2010-10-24,21088,0.0
2946,2010-10-25,21088,0.0
2947,2010-10-26,21088,0.0
2948,2010-10-27,21088,0.0
2949,2010-10-28,21088,0.0
2950,2010-10-29,21088,0.0
2951,2010-10-30,21088,0.0
2952,2010-10-31,21088,0.0
2953,2010-11-01,21088,0.0
2954,2010-11-02,21088,0.0
2955,2010-11-03,21088,0.0
2956,2010-11-04,21088,0.0
2957,2010-11-05,21088,0.0
2958,2010-11-06,21088,0.0
2959,2010-11-07,21088,0.0
2960,2010-11-08,21088,0.0
2961,2010-11-09,21088,0.0
2962,2010-11-10,21088,0.0
2963,2010-11-11,21088,0.0
2964,2010-11-12,21088,0.0
2965,2010-11-13,21088,0.0
2966,2010-11-14,21088,0.0
2967,2010-11-15,21088,0.0
2968,2010-11-16,21088,0.0
2969,2010-11-17,21088,0.0
2970,2010-11-18,21088,0.0
2971,2010-11-19,21088,0.0
2972,2010-11-20,21088,0.0
2973,2010-11-21,21088,0.0
2974,2010-11-22,21088,0.0
2975,2010-11-23,21088,0.0
2976,2010-11-24,21088,0.0
2977,2010-11-25,21088,0.0
2978,2010-11-26,21088,0.0
2979,2010-11-27,21088,0.0
2980,2010-11-28,21088,0.0
2981,2010-11-29,21088,0.0
2982,2010-11-30,21088,0.0
2983,2010-12-01,21088,0.0
2984,2010-12-02,21088,0.0
2985,2010-12-03,21088,0.0
2986,2010-12-04,21088,0.0
2987,2010-12-05,21088,0.0
2988,2010-12-06,21088,0.0
2989,2010-12-07,21088,0.0
2990,2010-12-08,21088,0.0
2991,2010-12-09,21088,0.0
2992,2009-12-01,21096,0.0
2993,2009-12-02,21096,0.0
2994,2009-12-03,21096,0.0
2995,2009-12-04,21096,0.0
2996,2009-12-05,21096,0.0
2997,2009-12-06,21096,0.0
2998,2009-12-07,21096,0.0
2999,2009-12-08,21096,0.0
3000,2009-12-09,21096,0.0
3001,2009-12-10,21096,1.0
3002,2009-12-11,21096,0.0
3003,2009-12-12,21096,0.0
3004,2009-12-13,21096,0.0
3005,2009-12-14,21096,0.0
3006,2009-12-15,21096,0.0
3007,2009-12-16,21096,0.0
3008,2009-12-17,21096,0.0
3009,2009-12-18,21096,0.0
3010,2009-12-19,21096,0.0
3011,2009-12-20,21096,0.0
3012,2009-12-21,21096,0.0
3013,2009-12-22,21096,0.0
3014,2009-12-23,21096,0.0
3015,2009-12-24,21096,0.0
3016,2009-12-25,21096,0.0
3017,2009-12-26,21096,0.0
3018,2009-12-27,21096,0.0
3019,2009-12-28,21096,0.0
3020,2009-12-29,21096,0.0
3021,2009-12-30,21096,0.0
3022,2009-12-31,21096,0.0
3023,2010-01-01,21096,0.0
3024,2010-01-02,21096,0.0
3025,2010-01-03,21096,0.0
3026,2010-01-04,21096,0.0
3027,2010-01-05,21096,0.0
3028,2010-01-06,21096,0.0
3029,2010-01-07,21096,0.0
3030,2010-01-08,21096,0.0
3031,2010-01-09,21096,0.0
3032,2010-01-10,21096,0.0
3033,2010-01-11,21096,0.0
3034,2010-01-12,21096,0.0
3035,2010-01-13,21096,0.0
3036,2010-01-14,21096,0.0
3037,2010-01-15,21096,0.0
3038,2010-01-16,21096,0.0
3039,2010-01-17,21096,0.0
3040,2010-01-18,21096,0.0
3041,2010-01-19,21096,0.0
3042,2010-01-20,21096,4.0
3043,2010-01-21,21096,0.0
3044,2010-01-22,21096,4.0
3045,2010-01-23,21096,0.0
3046,2010-01-24,21096,0.0
3047,2010-01-25,21096,0.0
3048,2010-01-26,21096,0.0
3049,2010-01-27,21096,0.0
3050,2010-01-28,21096,0.0
3051,2010-01-29,21096,0.0
3052,2010-01-30,21096,0.0
3053,2010-01-31,21096,0.0
3054,2010-02-01,21096,0.0
3055,2010-02-02,21096,4.0
3056,2010-02-03,21096,0.0
3057,2010-02-04,21096,0.0
3058,2010-02-05,21096,0.0
3059,2010-02-06,21096,0.0
3060,2010-02-07,21096,0.0
3061,2010-02-08,21096,0.0
3062,2010-02-09,21096,4.0
3063,2010-02-10,21096,0.0
3064,2010-02-11,21096,0.0
3065,2010-02-12,21096,0.0
3066,2010-02-13,21096,0.0
3067,2010-02-14,21096,0.0
3068,2010-02-15,21096,0.0
3069,2010-02-16,21096,0.0
3070,2010-02-17,21096,0.0
3071,2010-02-18,21096,0.0
3072,2010-02-19,21096,0.0
3073,2010-02-20,21096,0.0
3074,2010-02-21,21096,0.0
3075,2010-02-22,21096,0.0
3076,2010-02-23,21096,0.0
3077,2010-02-24,21096,0.0
3078,2010-02-25,21096,4.0
3079,2010-02-26,21096,0.0
3080,2010-02-27,21096,0.0
3081,2010-02-28,21096,0.0
3082,2010-03-01,21096,0.0
3083,2010-03-02,21096,0.0
3084,2010-03-03,21096,0.0
3085,2010-03-04,21096,0.0
3086,2010-03-05,21096,0.0
3087,2010-03-06,21096,0.0
3088,2010-03-07,21096,0.0
3089,2010-03-08,21096,0.0
3090,2010-03-09,21096,0.0
3091,2010-03-10,21096,0.0
3092,2010-03-11,21096,0.0
3093,2010-03-12,21096,0.0
3094,2010-03-13,21096,0.0
3095,2010-03-14,21096,0.0
3096,2010-03-15,21096,0.0
3097,2010-03-16,21096,0.0
3098,2010-03-17,21096,0.0
3099,2010-03-18,21096,0.0
3100,2010-03-19,21096,0.0
3101,2010-03-20,21096,0.0
3102,2010-03-21,21096,0.0
3103,2010-03-22,21096,0.0
3104,2010-03-23,21096,0.0
3105,2010-03-24,21096,0.0
3106,2010-03-25,21096,0.0
3107,2010-03-26,21096,0.0
3108,2010-03-27,21096,0.0
3109,2010-03-28,21096,0.0
3110,2010-03-29,21096,0.0
3111,2010-03-30,21096,0.0
3112,2010-03-31,21096,0.0
3113,2010-04-01,21096,0.0
3114,2010-04-02,21096,0.0
3115,2010-04-03,21096,0.0
3116,2010-04-04,21096,0.0
3117,2010-04-05,21096,0.0
3118,2010-04-06,21096,0.0
3119,2010-04-07,21096,0.0
3120,2010-04-08,21096,0.0
3121,2010-04-09,21096,0.0
3122,2010-04-10,21096,0.0
3123,2010-04-11,21096,0.0
3124,2010-04-12,21096,0.0
3125,2010-04-13,21096,0.0
3126,2010-04-14,21096,0.0
3127,2010-04-15,21096,0.0
3128,2010-04-16,21096,3.0
3129,2010-04-17,21096,0.0
3130,2010-04-18,21096,2.0
3131,2010-04-19,21096,0.0
3132,2010-04-20,21096,0.0
3133,2010-04-21,21096,0.0
3134,2010-04-22,21096,0.0
3135,2010-04-23,21096,0.0
3136,2010-04-24,21096,0.0
3137,2010-04-25,21096,0.0
3138,2010-04-26,21096,0.0
3139,2010-04-27,21096,0.0
3140,2010-04-28,21096,0.0
3141,2010-04-29,21096,0.0
3142,2010-04-30,21096,0.0
3143,2010-05-01,21096,0.0
3144,2010-05-02,21096,0.0
3145,2010-05-03,21096,0.0
3146,2010-05-04,21096,0.0
3147,2010-05-05,21096,4.0
3148,2010-05-06,21096,4.0
3149,2010-05-07,21096,0.0
3150,2010-05-08,21096,0.0
3151,2010-05-09,21096,0.0
3152,2010-05-10,21096,0.0
3153,2010-05-11,21096,4.0
3154,2010-05-12,21096,4.0
3155,2010-05-13,21096,0.0
3156,2010-05-14,21096,0.0
3157,2010-05-15,21096,0.0
3158,2010-05-16,21096,0.0
3159,2010-05-17,21096,0.0
3160,2010-05-18,21096,4.0
3161,2010-05-19,21096,0.0
3162,2010-05-20,21096,4.0
3163,2010-05-21,21096,0.0
3164,2010-05-22,21096,0.0
3165,2010-05-23,21096,4.0
3166,2010-05-24,21096,0.0
3167,2010-05-25,21096,0.0
3168,2010-05-26,21096,0.0
3169,2010-05-27,21096,0.0
3170,2010-05-28,21096,0.0
3171,2010-05-29,21096,0.0
3172,2010-05-30,21096,0.0
3173,2010-05-31,21096,0.0
3174,2010-06-01,21096,0.0
3175,2010-06-02,21096,0.0
3176,2010-06-03,21096,0.0
3177,2010-06-04,21096,0.0
3178,2010-06-05,21096,0.0
3179,2010-06-06,21096,0.0
3180,2010-06-07,21096,0.0
3181,2010-06-08,21096,0.0
3182,2010-06-09,21096,2.0
3183,2010-06-10,21096,0.0
3184,2010-06-11,21096,0.0
3185,2010-06-12,21096,0.0
3186,2010-06-13,21096,0.0
3187,2010-06-14,21096,4.0
3188,2010-06-15,21096,4.0
3189,2010-06-16,21096,0.0
3190,2010-06-17,21096,4.0
3191,2010-06-18,21096,0.0
3192,2010-06-19,21096,0.0
3193,2010-06-20,21096,0.0
3194,2010-06-21,21096,0.0
3195,2010-06-22,21096,0.0
3196,2010-06-23,21096,0.0
3197,2010-06-24,21096,0.0
3198,2010-06-25,21096,0.0
3199,2010-06-26,21096,0.0
3200,2010-06-27,21096,0.0
3201,2010-06-28,21096,0.0
3202,2010-06-29,21096,0.0
3203,2010-06-30,21096,0.0
3204,2010-07-01,21096,0.0
3205,2010-07-02,21096,0.0
3206,2010-07-03,21096,0.0
3207,2010-07-04,21096,0.0
3208,2010-07-05,21096,0.0
3209,2010-07-06,21096,0.0
3210,2010-07-07,21096,3.0
3211,2010-07-08,21096,0.0
3212,2010-07-09,21096,0.0
3213,2010-07-10,21096,0.0
3214,2010-07-11,21096,4.0
3215,2010-07-12,21096,0.0
3216,2010-07-13,21096,0.0
3217,2010-07-14,21096,0.0
3218,2010-07-15,21096,0.0
3219,2010-07-16,21096,0.0
3220,2010-07-17,21096,0.0
3221,2010-07-18,21096,0.0
3222,2010-07-19,21096,4.0
3223,2010-07-20,21096,0.0
3224,2010-07-21,21096,0.0
3225,2010-07-22,21096,0.0
3226,2010-07-23,21096,0.0
3227,2010-07-24,21096,0.0
3228,2010-07-25,21096,0.0
3229,2010-07-26,21096,0.0
3230,2010-07-27,21096,0.0
3231,2010-07-28,21096,0.0
